,label,text
6724,0,"Calling all PATRIOTS!!! Show support for our great country by joining AMAC, the RIGHT alternative to AARP! www.amac.us/dana There is no better time than RIGHT NOW to see what AMAC has to offer! https://amac.us/dana Searching for a Medicare plan that meets your needs? AMAC Senior Resources Network provides personalized Medicare guidance from licensed, certified professionals, plus the ability to choose what’s right for you!…"
4515,0,"Celebrate your time with family and friends this Thanksgiving with some adaptogenic House of Waris teas. And since you can never have enough masks right now, we’re giving away a complimentary 3 layer handmade, naturally indigo dyed face mask with the purchase of any 2 functional blends."
45084,1,Participation Low This Weekend Please do what you can We rely on your participation to make all this possible  Heres The Christian Left WITHOUT Your Support vs The Christian Left WITH Your Support Graphic   During the week we keep the gears running smoothly with this ministry On the weekends we request your support in maintaining it Weve kept this a haven protected from the harassment of trolls for 10 years Its one of the oldest and best run pages on social media  Always fresh content   Well post our history and ongoing mission in comments Make a contribution today If youre on a limited income send us your prayers Heres how to make a secure donation   httpswwwpaypalcomcgibinwebscr
5580,0,The Philips Pasta Maker saves you kitchen time nightly so you can enjoy more time with the people you love around a big bowl of homemade pasta
57088,1,It takes commitment and a united community to end homelessness      SupportiveHousingOC
65348,1,Not all gifts can change a life But your gift today can Your generosity before the September 30th deadline can help even more women survivors of war access the skills and resources to build selfconfidence understand their rights earn an income and gain the respect of their family and community
2446,0,We are Flowers for Dreams -- now delivering directly in St. Louis.
46634,1,Dyma Lovings neighbor pulled a shotgun on her When she called the police they shoved her against a fence and arrested HER   Demand the officers who assaulted Dyma are charged with assault now  httpsactcolorofchangeorgfiremiamidadepoliceoffi
28732,1,Darrell Issa is retiring A historic 30 Republicans have announced their retirements because the American people dont want the GOPs agenda of         Tax cuts for the rich        Unaccountable government        Dirty air           Cuts to Medicaid and Medicare        Selfdealing amp corruption        And immoral immigration policies    If you are ready to send Paul Ryan into retirement join my campaign by clicking the Donate Now button on the bottom right
3782,0,freebirdstores.com 25% OFF Site-Wide Starts Now! Black Friday EARLY BIRD SALE Shop Now
1651,0,My Sponge washable capeebara Enjoy - 30% currently!
44156,1,America is facing serious issues We need issueeducated citizens Like if you agree
8261,0,"Businesses prepared for an era of stricter regulation as President Biden ordered a review of dozens of policies, prompting optimism among backers of renewable technologies, but irking the fossil-fuel industry."
5325,0,Extended Cyber Monday Sale: get 25% off on antibacterial/anti-acne towel set with the sitewide discount.
37577,1,When Congress heads back to work next month well be pressuring them to impeach Donald Trump If youre not sure how impeachment works heres a lawyer to explain it
57177,1,Check out my second video ad   Let me know what you think   httpsyoutubeliNMxSf1mgg
42590,1,Theyve got an important message for you But its not what youre thinking  swingleftorgpsa
24265,1,Dr Rob Davidsons campaign doesnt take money from billionaires like Betsy DeVos or from big insurance companies Our campaign is driven by grassroots donations from people like you If you support Medicare for All click the Donate Now button and help send this doctor to Congress
7362,0,"Enjoy your free time with family to build these beautiful puzzles. Original gift, wooden puzzle, a beautiful fairy tale, a beautiful puzzle composed many small animals!"
9937,1,Studies show that banning vaping products wont keep them out of the hands of kids But it WILL make it much more difficult for adult smokers to quit regular cigarettes
4898,1,Peachtree Corners resident Louise Johnson is voting for and supporting Democrat Curt Thompson for Gwinnett County Chair because of his compassion his focus on the issues Gwinnetts residents and families in all parts of the community and his experience With your support and vote on or before June 9th Gwinnett will have a community focused county government that listens to you
5317,0,LAST Chance before prices go up! SOOO Cute Outfits Don't Miss Out!! Shop NOW https://bit.ly/36hMxgh
25405,1,Jared Golden is running a different kind of campaign he opposes an assault weapons ban and a higher minimum age for gun ownership He supports expanded background checks at the federal level but opposed a 2016 state referendum for such checks arguing the specifics went too far He also supports keeping guns away from domestic abusers   That was enough new regulation on guns for Golden to attract the ire of the NRA   Even though Poliquin has the NRA endorsement and has adhered to the organizations positions while in Congress Poliquin broke with the NRA and voiced support for mandatory background checks
3102,1,When you sign the pledge your voice will be heard on Capitol Hill to support a bipartisan solution to prevent veteran suicide Dont wait
4282,0,"30% Off And Free Shipping thertastore.com See the quality for yourself, before you buy. The RTA Store offers a variety of samples, a"
2241,0,"Limited time only Get up to 67% OFF and 2 FREE gifts when you subscribe to one of our award-winning magazines: Hello, High Five or Highlights!"
20749,1,Rep Brittany Pettersen has been a champion for reproductive and womens rights in Jefferson County Now we need her leadership in our State Senate to protect those rights for all Coloradans   Will you pledge to be a prochoice voter this November
7197,0,"""This was a wonderful experience for myself and my kids. They loved being able to prepare a meal for our family and learning about the origin of the meal while it cooked."""
8171,0,"The Green Box is built around living a happy and healthy life. We post fresh content daily. Get all the recipes, tips and more to live a happy fulfilled life."
1886,0,"amazon.com Echo Buds – Wireless earbuds with immersive sound, active noise reduction, and Alexa amazon.com Acheter"
3916,0,"It's never been easier to own a Snapmaker, the 3 in 1 3D printer that lets you 3d printing, laser engraving and CNC carving things you like. Buy now and don't miss the chance to save up to 150USD."
15292,1,Each generation of Americans is responsible for preserving the blessings of liberty and free government This is why Hillsdale College is launching its new Project to Save Our Youth Through Education Invest today and well thank you by sending you the 2020 Hillsdale Calendar
48853,1,We need an Attorney General who is committed to criminal justice reform Black Lives Matter We need accountability for civil rights violations
9212,0,"Finally - a ring he’ll be excited to show off! Handcrafted from whiskey barrel wood & naturally shed elk antler, each ring is one-of-a-kind."
