,label,no_stop_words
123,1,"['form', 'give', 'troubl', 'notic', 'began', 'donat', 'didnt', 'complet', 'form', 'wildlif', 'ocean', 'choke', 'plastic', 'equival', 'one', 'garbag', 'truck', 'plastic', 'enter', 'sea', 'everi', 'minut', 'everi', 'day', 'year', 'long', 'great', 'pacif', 'garbag', 'patch', 'massiv', 'accumul', 'ocean', 'plastic', 'current', 'span', 'area', 'three', 'time', 'size', 'texa', 'put', 'end', 'singleus', 'plastic']"
124,0,"['know', '’', 'sexi', '8', 'whole', 'hour', 'get', 'someth', 'actual', 'want']"
125,0,"['download', 'cybersecur', 'inform', 'guid', 'unlock', 'potenti', 'skill', 'bright', 'futur', 'ohio', 'take', 'advantag', 'interact', 'lab', 'externship', 'student', 'servic']"
126,0,"['limit', 'edit', 'slipper', 'order', 'httpsrebrandlylimitedslipp']"
127,1,"['exercis', 'affect', 'blood', 'sugar', 'particip', 'compens', '600', 'particip', 'thi', 'studi', 'find', 'thi', 'studi', 'help', 'research', 'better', 'understand', 'whi', 'type', '2', 'diabet', 'occur', 'thi', 'studi', 'ha', 'review', 'approv', 'pennington', 'medic', 'institut', 'review', 'board…']"
128,0,"['2020', 'year', 'need', 'littl', 'extra', 'selfcar', 'use', 'code', 'social25', '25', 'first', 'purchas']"
129,0,"['authent', 'blind', 'test', 'winner', 'korea', 'famou', 'beauti', 'program', 'get', 'beauti', '1', 'foam', 'cleanser', '2020', 'shop', 'best', 'foam', 'cleanser', 'year', 'httpsbitly2s18qpq']"
130,1,"['cant', 'make', 'thi', 'senat', 'confirm', 'lawyer', 'defend', 'bp', 'account', 'follow', 'deepwat', 'horizon', 'disast', 'lead', 'justic', 'depart', 'environment', 'account', 'unit', 'control', 'control', 'senat', 'onli', 'vote', 'tuesday', 'nov', '6']"
131,0,"['thought', '2020', 'couldnt', 'get', 'ani', 'scarier', 'join', 'us', 'decemb', '4th', '5th', 'haunt', 'krampu', 'celebr']"
132,0,"['net', 'worth', 'homeown', 'time', 'renter', 'mayb', 'time', 'start', 'think', 'buy', 'today', 'market']"
133,1,"['graig', 'meyer', 'fight', 'restor', 'saniti', 'raleigh', 'recruit', 'next', 'wave']"
134,1,"['antisemit', 'rise', 'street', 'onlin', 'sign', 'petit', 'put', 'end', 'antisemit', 'social', 'media', 'platform', 'must', 'urg', 'social', 'media', 'platform', 'take', 'action', 'join', 'us', 'mission', 'urg', 'highli', 'influenti', 'media', 'compani', 'adopt', 'ihra', 'definit', 'antisemit', 'thi', 'definit', 'alreadi', 'adopt', 'govern', 'organ', 'around', 'world', 'outlin', 'sever', 'exampl', 'hate', 'includ', 'denial', 'trivial', 'holocaust', 'appli', 'differenti', 'treatment', 'jew', 'jewish', 'state', 'hold', 'standard', 'expect', 'someth', 'ha', 'becom', 'common', 'onlin', 'sign', 'petit', 'help', 'protect', 'jewish', 'peopl', 'around', 'world', 'gener', 'come', 'sign', 'today']"
135,1,"['thi', 'year', 'client', 'william', 'barnhous', 'becam', '350th', 'person', 'exoner', 'dna', 'test', 'us', 'help', 'us', 'exoner', 'next', 'person']"
136,1,"['need', 'help', 'pebbl', 'mine', 'threaten', 'bristol', 'bay', 'world', 'class', 'fisheri', 'help', 'us', 'defend', 'bristol', 'bay']"
137,1,"['major', 'histori', 'mistak', 'made', 'movi', 'mari', 'queen', 'scot']"
138,1,"['prop', 'lower', 'wage', 'harm', 'worker', 'us', 'get', 'fact', 'vote', 'prop', 'august', '7th', 'httpsbitly2l22f6j']"
139,1,"['para', 'ser', 'un', 'servidor', 'pblico', 'es', 'un', 'acto', 'de', 'confianza', 'pblica', 'estamo', 'aqu', 'para', 'servirl', 'la', 'gent', 'lo', 'interes', 'especial', 'public', 'servant', 'act', 'public', 'confid', 'serv', 'peopl', 'special', 'interest']"
140,0,"['theyr', 'perfect', 'jean', 'men', '→', '1', 'year', 'product', 'develop', 'proud', 'final', 'unveil', 'perfect', 'jean', 'comfort', 'jean', 'men', 'ever', 'stock', 'limit', 'hurri', 'order', 'pair']"
141,0,"['lowrat', 'person', 'loan', 'penfedorg', 'simplifi', 'save', 'consolid', 'highinterest', 'rate', 'debt', 'one', 'manag', 'monthli', 'payment']"
142,0,"['pay', 'less', 'game']"
143,0,"['time', 'save', '30', 'stock', 'fave', 'skincar', 'essenti', 'enjoy', '30', 'sitewid', 'limit', 'time', 'trust', 'us', 'thi', 'onli', 'black', 'friday', 'deal', 'dont', 'want', 'miss']"
144,0,"['100', 'onlin', '485', 'nation', 'intern', 'film', 'award', 'advanc', 'career', 'regent', 'univers']"
145,0,"['start', 'routin', 'commit', 'get', 'match', 'person', 'nutrient', 'receiv', '3', 'hum', 'sampl', 'plu', 'rd', 'nutritionist', 'advic', 'pay', 'onli', 'ship']"
146,1,"['less', '10', 'day', 'issu', 'statement', 'say', 'believ', 'privaci', 'fundament', 'human', 'right', 'microsoft', 'contribut', '195000', 'antiprivaci', 'superpac', 'oppos', 'california', 'consum', 'privaci', 'act', 'tell', 'microsoft', 'say', 'one', 'thing', 'anoth']"
147,0,"['ensur', 'everyon', 'commun', 'live', 'life', 'deserv', 'must', 'start', 'today', 'give', 'better', 'tomorrow']"
148,0,"['00', 'apr', 'financ', '72', 'month', 'wellqualifi', 'buyer', 'plu', '500', 'nmac', 'cash', 'excl', 'tax', 'titl', 'licens']"
149,0,"['close', 'soon', 'voyag', 'ya', 'short', 'stori', 'award', 'guest', 'judg', 'natalia', 'sylvest', 'award', '3000', 'best', 'ya', 'short', 'stori', '5000', 'word', 'fewer']"
150,0,"['key', 'trend', 'expect', 'see', 'next', 'year', 'way', 'shape', 'approach', 'take', 'commun', 'thi', 'year', 'edit', 'ha', 'answer']"
151,0,"['80', 'monthli', 'fee', 'forev', 'doodlycomlifetim', '80', 'special', '1time', 'price', 'easili', 'creat', 'profession', 'doodl', 'video', 'littl']"
152,0,"['welcom', 'blueprint', 'digit', 'magazin', 'dedic', 'build', 'better', 'citi', 'thought', 'leadership', 'convers', 'decis', 'action', 'build', 'toward', 'futur', 'believ']"
153,0,"['need', 'alcohol', 'hiatu', 'thi', 'realli', 'doe', 'job', 'bring', 'anxieti', 'healthier', 'way', 'richard']"
154,1,"['team', 'work', 'around', 'clock', 'place', 'like', 'bangladesh', 'nigeria', 'caribbean', 'help', 'impact', 'war', 'drought', 'natur', 'disast', 'gift', 'today', 'help', 'us', 'continu', 'serv', 'famili', 'need', 'around', 'world']"
155,0,"['want', 'win', 'ticket', '2021', 'formula', '1', 'grand', 'prix', 'celebr', '70', 'year', 'race', 'share', 'greatest', 'f1', 'comeback', 'moment', 'us', 'enter', 'inmotiondhlcomebackmo']"
156,0,"['’', 'tmiss', 'keynot', '750', 'new', 'ondemand', 'class', '350', 'live', 'class', 'qas—al', 'cost', 'attend—ther', 'countless', 'reason', 'attend', 'au', '2020', 'join', 'thousand', 'innovators—design', 'engin', 'builder', 'creators—at', 'au', '2020', 'confer', 'novemb', '1720', 'save', 'spot', 'today', 'autodesk2jj2ukh']"
157,1,"['want', 'hear', 'consid', 'greatest', 'formula', '1', 'comeback', 'moment', 'time', 'share', 'chosen', 'moment', 'win', 'ticket', '2021', 'grand', 'prix', 'enter', 'inmotiondhlcomebackmo']"
158,1,"['thi', 'rural', 'grassroot', 'organ', 'enlist', 'urban', 'eater', 'fight', 'big', 'ag']"
159,0,"['mani', 'hand', 'make', 'light', 'work', '–', 'mani', 'perspect', 'make', 'issu', 'clear', 'moodtracker™', 'goe', 'beyond', 'action', 'step', 'toward', 'posit', 'chang']"
160,1,"['thi', 'season', 'perfect', 'take', 'len', 'suprem', 'court', 'zoom', 'word', 'peopl', '27', 'amend', 'us', 'constitut', 'listen']"
161,1,"['young', 'peopl', 'understand', 'chang', 'climat', 'use', 'fossil', 'fuel', 'impact', 'health', 'imatt', 'youth', 'team', 'sierra', 'club', 'readi', '100', 'team', 'fight', 'solut', 'like', 'get', 'citi', 'commit', '100', 'renew', 'energi', 'join', 'imatt', 'youth', '85', 'citi', 'around', 'countri', 'support', 'clean', 'energi', 'futur', 'ask', 'citi', 'commit', 'clean', 'today', 'http7genushd']"
162,1,"['revolut', 'food', 'everyth', 'power', 'make', 'sure', 'student', 'fed', 'school', 'close', 'ceo', 'cofound', 'kristin', 'richmond', 'share', 'cnbc', 'school', 'program', 'alreadi', 'provid', 'reimburs', 'meal', 'servic', 'kid', 'famili', 'continu', 'offer', 'latest', 'usda', 'guidanc', 'learn', 'work', 'provid', 'access', 'foodinsecur', 'famili', 'httpscnbcx2qfzq28', 'covid19']"
163,1,"['vote', 'alli', 'summerford', 'novemb', '6th', 'peopl', 'thrive', 'alabama', 'thrive']"
164,0,"['get', 'korean', 'japanes', 'style', 'door']"
165,1,"['honestli', 'arent', 'everyon', 'women', 'love', 'us', 'keep', 'come', 'back', 'lot', 'style', 'size', 'color', 'avail', 'satisfact', 'uncondit', 'guarante', 'readi', 'start', 'collect']"
166,0,"['thi', 'super', 'rough', 'year', 'draw', 'end', '’', 'time', 'set', 'intent', 'new', 'year', 'instead', 'set', 'resolut', 'onli', 'get', 'broken', 'let', '’', 'kick', '2021', 'expand', 'selfperspect', 'join', 'dure', 'thi', 'free', '3day', 'challeng', '–', 'explor', 'fall', 'love', 'fate', 'use', 'astrolog', 'guid', 'togeth', '’', 'refram', 'thing', 'bug', 'us', 'person', 'discov', 'natur', 'gifts…']"
167,0,"['tri', 'new', 'crest', 'whiten', 'emuls', 'today', 'get', 'better', 'faster', '100', 'whiter', 'teeth']"
168,1,"['thi', 'preciou', 'kitten', 'began', 'hi', 'life', 'sever', 'pain', 'orang', 'starburst', 'wa', 'found', 'abandon', 'cri', 'help', 'rescuer', 'care', 'cut', 'thi', 'poor', 'angel', 'flower', 'planter', 'stuck', 'vet', 'found', 'hi', 'leg', 'wa', 'sever', 'injur', 'mani', 'wound', 'wont', 'put', 'ani', 'weight', 'hi', 'leg', 'cri', 'pain', 'touch', 'ha', 'taken', 'special', 'care', 'treat', 'hi', 'flea', 'work', 'tirelessli', 'give', 'thi', 'babi', 'chanc', 'walk', 'again…']"
169,0,"['want', 'mask', 'wen', 'birthday', 'give', 'away', 'super', 'popular', 'mask', 'free', 'everyon', 'want', 'one', 'goal', 'giveaway', 'million', 'mask', 'get', 'befor', 'gone', 'plu', 'give', '19k', 'prize']"
170,0,"['succumb', 'nina', 'perfum', 'christma', 'nina', 'rose', 'new', 'fragranc', 'gourmand', 'fresh']"
171,0,"['30', 'code', 'need', 'stock', 'readi', 'ship', 'lo', 'angel', 'holograph', 'vinyl', 'reflect', 'anim', 'print']"
172,0,"['transform', 'dollar', 'last', 'chang', 'everi', 'month', 'sustain', 'gift', '25', 'provid', '19', 'meal', 'need']"
173,1,"['proposit', '109', 'transport', 'move', 'redhead', 'stepchild', 'favorit', 'son', 'state', 'legislatur', 'ye', 'road', 'prop', '109', 'tax', 'prop', '110']"
174,1,"['toni', 'ever', 'agenda', 'give', 'special', 'treatment', 'illeg', 'alien', 'higher', 'tax']"
175,0,"['gilmor', 'girl', 'luke', 'diner', 'hoodi', 'flash', 'sale', 'buy', 'get', '10']"
176,0,"['hero', 'kingdom', 'need', 'hyrul', 'warrior', 'age', 'calam', 'game', 'experi', 'legend', 'zelda', 'game', 'like']"
177,1,"['break', 'presid', 'donald', 'j', 'trump', 'put', '800000', 'young', 'immigr', 'risk', 'deport', 'end', 'daca', 'obamaera', 'program', 'allow', 'studi', 'work', 'us', 'tell', 'congress', 'pass', 'dream', 'act', 'immedi', 'protect', 'immigr', 'youth', 'moveonorghere2stay', 'unit', 'dream']"
178,1,"['depress', 'research', 'studi', 'recruit', 'qualifi', 'particip', 'may', 'receiv', 'studyrel', 'medic', 'care', 'cost']"
179,1,"['wtm', 'london', '2020', 'come', 'let', '’', 'keep', 'convers', 'go', 'rebuild', 'travel', 'togeth', 'influenc', 'futur', 'industri', 'regist', 'wtm', 'virtual', 'get', 'earlybird', 'offer', 'wtmldn', 'ideasarriveher']"
180,0,"['win', '2night', 'stay', 'purchas', 'necessari', 'start', 'new', 'year', 'right', 'enter', 'win', 'free', '2night', 'stay', 'one', 'beauti', 'vacat', 'rental', 'home', 'choos', 'one', 'great', 'destin', 'includ', 'ouray', 'durango', 'colorado', 'santa', 'fe', 'new', 'mexico', 'enter…']"
181,0,"['75', 'pass', 'claim', 'get', 'earli', 'access', 'best', 'sale', 'ever']"
182,1,"['thi', 'crisi', 'impact', 'everyon', 'way', 'life', 'especi', 'difficult', 'older', 'peopl', 'peopl', 'quarantin', 'crowd', 'refuge', 'camp', 'donat', 'help', 'support']"
183,0,"['bigger', 'famili', 'better', 'perk', 'sprint', 'custom', 'elig', 'tmobil', 'money', 'sign', 'today', 'get', 'money']"
184,0,"['awardwin', 'chef', 'edouardo', 'jordan', 'believ', 'food', 'root', 'tradit', 'african', 'flavor', 'southerninspir', 'cook', 'pacif', 'northwest', 'flair', 'exclus', 'recip', 'tell', 'hi', 'stori', 'food']"
185,1,"['enter', 'win', '28', 'day', 'suppli', 'herbal', 'green', 'tea', 'blend', 'call', 'well', 'blend', 'uniqu', 'craft', 'green', 'tea', 'blend', 'infus', '6', 'detoxifi', 'cleans', 'immun', 'boost', 'herb', 'realli', 'good', 'bodi', 'mind', 'soul', 'ingredi', 'organ', 'green', 'tea…']"
186,0,"['call', 'patriot', 'show', 'support', 'great', 'countri', 'join', 'amac', 'right', 'altern', 'aarp', 'wwwamacusdana', 'better', 'time', 'right', 'see', 'amac', 'ha', 'offer', 'httpsamacusdana', 'search', 'medicar', 'plan', 'meet', 'need', 'amac', 'senior', 'resourc', 'network', 'provid', 'person', 'medicar', 'guidanc', 'licens', 'certifi', 'profession', 'plu', 'abil', 'choos', '’', 'right', 'you…']"
187,0,"['celebr', 'time', 'famili', 'friend', 'thi', 'thanksgiv', 'adaptogen', 'hous', 'wari', 'tea', 'sinc', 'never', 'enough', 'mask', 'right', '’', 'give', 'away', 'complimentari', '3', 'layer', 'handmad', 'natur', 'indigo', 'dy', 'face', 'mask', 'purchas', 'ani', '2', 'function', 'blend']"
188,1,"['particip', 'low', 'thi', 'weekend', 'pleas', 'reli', 'particip', 'make', 'thi', 'possibl', 'christian', 'left', 'without', 'support', 'vs', 'christian', 'left', 'support', 'graphic', 'dure', 'week', 'keep', 'gear', 'run', 'smoothli', 'thi', 'ministri', 'weekend', 'request', 'support', 'maintain', 'weve', 'kept', 'thi', 'protect', 'harass', 'troll', '10', 'year', 'one', 'oldest', 'best', 'run', 'page', 'social', 'media', 'alway', 'fresh', 'content', 'well', 'post', 'histori', 'ongo', 'mission', 'comment', 'make', 'contribut', 'today', 'limit', 'incom', 'send', 'us', 'prayer', 'make', 'secur', 'donat', 'httpswwwpaypalcomcgibinwebscr']"
189,0,"['philip', 'pasta', 'maker', 'save', 'kitchen', 'time', 'nightli', 'enjoy', 'time', 'peopl', 'love', 'around', 'big', 'bowl', 'homemad', 'pasta']"
190,1,"['take', 'commit', 'unit', 'commun', 'end', 'homeless', 'supportivehousingoc']"
191,1,"['gift', 'chang', 'life', 'gift', 'today', 'generos', 'befor', 'septemb', '30th', 'deadlin', 'help', 'even', 'women', 'survivor', 'war', 'access', 'skill', 'resourc', 'build', 'selfconfid', 'understand', 'right', 'earn', 'incom', 'gain', 'respect', 'famili', 'commun']"
192,0,"['flower', 'dream', 'deliv', 'directli', 'st', 'loui']"
193,1,"['dyma', 'love', 'neighbor', 'pull', 'shotgun', 'call', 'polic', 'shove', 'fenc', 'arrest', 'demand', 'offic', 'assault', 'dyma', 'charg', 'assault', 'httpsactcolorofchangeorgfiremiamidadepoliceoffi']"
194,1,"['darrel', 'issa', 'retir', 'histor', '30', 'republican', 'announc', 'retir', 'becaus', 'american', 'peopl', 'dont', 'want', 'gop', 'agenda', 'tax', 'cut', 'rich', 'unaccount', 'govern', 'dirti', 'air', 'cut', 'medicaid', 'medicar', 'selfdeal', 'amp', 'corrupt', 'immor', 'immigr', 'polici', 'readi', 'send', 'paul', 'ryan', 'retir', 'join', 'campaign', 'click', 'donat', 'button', 'bottom', 'right']"
195,0,"['freebirdstorescom', '25', 'sitewid', 'start', 'black', 'friday', 'earli', 'bird', 'sale', 'shop']"
196,0,"['spong', 'washabl', 'capeebara', 'enjoy', '30', 'current']"
197,1,"['america', 'face', 'seriou', 'issu', 'need', 'issueeduc', 'citizen', 'like', 'agre']"
198,0,"['busi', 'prepar', 'era', 'stricter', 'regul', 'presid', 'biden', 'order', 'review', 'dozen', 'polici', 'prompt', 'optim', 'among', 'backer', 'renew', 'technolog', 'irk', 'fossilfuel', 'industri']"
199,0,"['extend', 'cyber', 'monday', 'sale', 'get', '25', 'antibacterialantiacn', 'towel', 'set', 'sitewid', 'discount']"
200,1,"['congress', 'head', 'back', 'work', 'next', 'month', 'well', 'pressur', 'impeach', 'donald', 'trump', 'sure', 'impeach', 'work', 'lawyer', 'explain']"
201,1,"['check', 'second', 'video', 'ad', 'let', 'know', 'think', 'httpsyoutubelinmxsf1mgg']"
202,1,"['theyv', 'got', 'import', 'messag', 'think', 'swingleftorgpsa']"
203,1,"['dr', 'rob', 'davidson', 'campaign', 'doesnt', 'take', 'money', 'billionair', 'like', 'betsi', 'devo', 'big', 'insur', 'compani', 'campaign', 'driven', 'grassroot', 'donat', 'peopl', 'like', 'support', 'medicar', 'click', 'donat', 'button', 'help', 'send', 'thi', 'doctor', 'congress']"
204,0,"['enjoy', 'free', 'time', 'famili', 'build', 'beauti', 'puzzl', 'origin', 'gift', 'wooden', 'puzzl', 'beauti', 'fairi', 'tale', 'beauti', 'puzzl', 'compos', 'mani', 'small', 'anim']"
205,1,"['studi', 'show', 'ban', 'vape', 'product', 'wont', 'keep', 'hand', 'kid', 'make', 'much', 'difficult', 'adult', 'smoker', 'quit', 'regular', 'cigarett']"
206,1,"['peachtre', 'corner', 'resid', 'louis', 'johnson', 'vote', 'support', 'democrat', 'curt', 'thompson', 'gwinnett', 'counti', 'chair', 'becaus', 'hi', 'compass', 'hi', 'focu', 'issu', 'gwinnett', 'resid', 'famili', 'part', 'commun', 'hi', 'experi', 'support', 'vote', 'befor', 'june', '9th', 'gwinnett', 'commun', 'focus', 'counti', 'govern', 'listen']"
207,0,"['last', 'chanc', 'befor', 'price', 'go', 'sooo', 'cute', 'outfit', 'dont', 'miss', 'shop', 'httpsbitly36hmxgh']"
208,1,"['jare', 'golden', 'run', 'differ', 'kind', 'campaign', 'oppos', 'assault', 'weapon', 'ban', 'higher', 'minimum', 'age', 'gun', 'ownership', 'support', 'expand', 'background', 'check', 'feder', 'level', 'oppos', '2016', 'state', 'referendum', 'check', 'argu', 'specif', 'went', 'far', 'also', 'support', 'keep', 'gun', 'away', 'domest', 'abus', 'wa', 'enough', 'new', 'regul', 'gun', 'golden', 'attract', 'ire', 'nra', 'even', 'though', 'poliquin', 'ha', 'nra', 'endors', 'ha', 'adher', 'organ', 'posit', 'congress', 'poliquin', 'broke', 'nra', 'voic', 'support', 'mandatori', 'background', 'check']"
209,1,"['sign', 'pledg', 'voic', 'heard', 'capitol', 'hill', 'support', 'bipartisan', 'solut', 'prevent', 'veteran', 'suicid', 'dont', 'wait']"
210,0,"['30', 'free', 'ship', 'thertastorecom', 'see', 'qualiti', 'befor', 'buy', 'rta', 'store', 'offer', 'varieti', 'sampl']"
211,0,"['limit', 'time', 'onli', 'get', '67', '2', 'free', 'gift', 'subscrib', 'one', 'awardwin', 'magazin', 'hello', 'high', 'five', 'highlight']"
212,1,"['rep', 'brittani', 'pettersen', 'ha', 'champion', 'reproduct', 'women', 'right', 'jefferson', 'counti', 'need', 'leadership', 'state', 'senat', 'protect', 'right', 'coloradan', 'pledg', 'prochoic', 'voter', 'thi', 'novemb']"
213,0,"['thi', 'wa', 'wonder', 'experi', 'kid', 'love', 'abl', 'prepar', 'meal', 'famili', 'learn', 'origin', 'meal', 'cook']"
214,0,"['green', 'box', 'built', 'around', 'live', 'happi', 'healthi', 'life', 'post', 'fresh', 'content', 'daili', 'get', 'recip', 'tip', 'live', 'happi', 'fulfil', 'life']"
215,0,"['amazoncom', 'echo', 'bud', '–', 'wireless', 'earbud', 'immers', 'sound', 'activ', 'nois', 'reduct', 'alexa', 'amazoncom', 'achet']"
216,0,"['never', 'easier', 'snapmak', '3', '1', '3d', 'printer', 'let', '3d', 'print', 'laser', 'engrav', 'cnc', 'carv', 'thing', 'like', 'buy', 'dont', 'miss', 'chanc', 'save', '150usd']"
217,1,"['gener', 'american', 'respons', 'preserv', 'bless', 'liberti', 'free', 'govern', 'thi', 'whi', 'hillsdal', 'colleg', 'launch', 'new', 'project', 'save', 'youth', 'educ', 'invest', 'today', 'well', 'thank', 'send', '2020', 'hillsdal', 'calendar']"
218,1,"['need', 'attorney', 'gener', 'commit', 'crimin', 'justic', 'reform', 'black', 'live', 'matter', 'need', 'account', 'civil', 'right', 'violat']"
219,0,"['final', 'ring', '’', 'excit', 'show', 'handcraft', 'whiskey', 'barrel', 'wood', 'natur', 'shed', 'elk', 'antler', 'ring', 'oneofakind']"
220,0,"['myriad', 'snack', 'world', 'somehow', 'japanes', 'snack', 'ha', 'strong', 'hold', 'heart', 'wed', 'like', 'introduc', '5', 'new', 'japanes', 'snack', 'come', 'exquisit', 'userthought', 'packag', 'made', 'healthier', 'natur', 'ingredi', 'top', 'tastewis', 'tap', 'right', 'new', 'blog', 'post', 'httpsbitly3nm69ik', 'snack', 'good', 'health', 'thi', 'valentin', 'wowbox', 'hu…']"
221,1,"['bring', 'ocean', '’', 'wonder', 'back', 'dri', 'land', 'follow', 'oceanx', 'join', 'us', 'adventur']"
222,0,"['love', 'whi', 'let', 'inspir', 'favorit', 'stay', 'custom', 'travelski']"
223,0,"['’', 'get', 'left', 'behind', '’', 'time', 'tri', 'best', 'onlin', 'galleri']"
224,0,"['without', 'lift', 'aston', 'spencer', 'revolution', 'winter', 'sport', '2021', 'hour', 'pleasur', 'guarante', 'sensat', 'order', 'wwwastonspencercomproduct']"
